ePOS Code,Company Code,Date,ACRA REGISTERED NAME,Brand/Deal Name/Business Name,Sub Domain Link (If Lead is already available in Backend) Fill only when EPOS client,Tele Sales or MR (For KPI - Internal),Name of the Market Researcher,Original Source (Marketing),"Marketing Source (Do not fill anything if the leads are from Hubspot, EPOS clients)",Company Registration date / Date Established,Company Registration Number (UEN),Primary SSIC Code,Secondary SSIC Code,Hubspot ID (Company),Hubspot ID(Deal),Hubspot ID(Contact),Website URL,Business Type,Facebook Page,Instagram URL,Linkedin URL,Tik Tok URL,Ownership Type,Parent Industry Type,Industry Type,Sub Industry,Business model,Presence of Multiple Outlets,Number of Outlets (Write in #),Region,Planning Area,Business Location Type,Registered Address (Block & Street),Registered Address  (Unit #),Registered Address  (Postal code),"Operational Address 
(Block & Street)","Operational Address 
(Unit #)","Operational Address 
(Postal Code)",Operational Address Type,First Name,Last Name,PIC Name 1 Designation,PIC NAME 1 Contact Number,PIC 1 email address,First Name 2,Last Name 2,PIC Name 2 Designation,PIC NAME 2 Contact Number,PIC 2 email address,First Name 3,Last Name 3,PIC Name Designation 3,PIC NAME 3 Contact Number,PIC 3 email address,FB/Insta/Tik Tok/Linkedin Contact,Current ePOS Client ?,"If ePOS Client, which product they are using?",Is this deal part of the Gov List?,Source from Market Researcher,Contact Number from Lusha?,Phone number Verified ?
,,2025-11-05,AUSKING DEVELOPMENT PTE. LTD.,AUSKING DEVELOPMENT PTE. LTD.,,,,,,01-03-2022,202207091R,46641,,,,,http://www.ausking.net/,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,['info@ausking.net'],,,,,,,,,,,,,,,,,
,,2025-11-05,GLOBAL PETROLEUM TRADE (S) PTE. LTD.,GLOBAL PETROLEUM TRADE (S) PTE. LTD.,,,,,,01-04-2025,202514106K,46100,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,CLC FISHERY SINGAPORE PTE. LTD.,CLC FISHERY SINGAPORE PTE. LTD.,,,,,,03-06-2025,202524218W,46302,,,,,,,,,,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,GREEN TEXTILE GROUP PTE. LTD.,GREEN TEXTILE GROUP PTE. LTD.,,,,,,09-03-2023,202308828Z,46411,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,DL TOTAL HEALTH PTE. LTD.,DL TOTAL HEALTH PTE. LTD.,,,,,,01-08-2016,201620824G,46306,,,,,https://dltotalhealth.com,,,,,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,INNO SERVICES,INNO SERVICES,,,,,,02-03-2021,53429788M,46591,,,,,,,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,MERCURY ASCENDING PTE. LTD.,MERCURY ASCENDING PTE. LTD.,,,,,,10-05-2024,202418772E,46443,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,PETER CHIA MARKETING PTE. LTD.,PETER CHIA MARKETING PTE. LTD.,,,,,,06-02-2015,201503740D,46461,,,,,https://pcmarketing.com.sg,,,,,,LOCAL COMPANY,Others,,Pharmacies & Health Stores,,,,,,,,,,,,,,,,,['+6598167501'],,,,,,,,,,,,,,,,,,
,,2025-11-05,SILVER VALLEY PTE. LTD.,SILVER VALLEY PTE. LTD.,,,,,,05-04-2023,202313141D,46620,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,WINDHILL TECHNOLOGIES PTE. LTD.,WINDHILL TECHNOLOGIES PTE. LTD.,,,,,,06-03-2024,202408952K,46511,,,,,http://www.windhill.com.cn/,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6582894993'],['sales@windhill.com.cn'],,,,,,,,,,,,,,,,,
,,2025-11-05,LES FRUITS PTE. LTD.,LES FRUITS PTE. LTD.,,,,,,01-07-2015,201527625Z,46301,,,,,https://loheeseng.com.sg,,['https://www.facebook.com/les.fruits.sg'],['https://www.instagram.com/fruits_les/'],,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,GRACEFUL RESOURCES,GRACEFUL RESOURCES,,,,,,05-09-2025,53509946X,46100,,,,,,,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,SENLIY MEDICAL PTE. LTD.,SENLIY MEDICAL PTE. LTD.,,,,,,11-04-2024,202414235H,46592,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,CASIVISION TECHNOLOGY SG PTE. LTD.,CASIVISION TECHNOLOGY SG PTE. LTD.,,,,,,11-09-2023,202336538K,46541,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,PRECISION HEARING CLINIC AND SPEECH THERAPY CENTRE PTE. LTD.,PRECISION HEARING CLINIC AND SPEECH THERAPY CENTRE PTE. LTD.,,,,,,11-03-2025,202510737C,46592,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,SMARTBETA TECHNOLOGIES PTE. LTD.,SMARTBETA TECHNOLOGIES PTE. LTD.,,,,,,10-04-2017,201710026W,46514,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,KINGFULL ELECTRONICS PTE. LTD.,KINGFULL ELECTRONICS PTE. LTD.,,,,,,01-06-2023,202321630W,46522,,,,,http://www.kingfull-ic.com/,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6587645502'],['info@kingfull-ic.com'],,,,,,,,,,,,,,,,,
,,2025-11-05,FISHER INTERNATIONAL,FISHER INTERNATIONAL,,,,,,10-03-2015,53291605X,46100,,,,,,,,,['https://www.linkedin.com/company/fisher-international'],,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,SENTOSA MEDICAL PTE. LTD.,SENTOSA MEDICAL PTE. LTD.,,,,,,01-06-2022,202219064C,46592,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6563226351'],,,,,,,,,,,,,,,,,,
,,2025-11-05,GLOBAL CONNECTIVITY PTE. LTD.,GLOBAL CONNECTIVITY PTE. LTD.,,,,,,12-02-2021,202105433D,46544,,,,,https://www.globalconnectivityplc.com/,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,WEECHIP TECHNOLOGY PTE. LTD.,WEECHIP TECHNOLOGY PTE. LTD.,,,,,,11-11-2022,202240235K,46544,,,,,http://www.weechip.com/,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,OCEAN HONOR INTERNATIONAL FOODS PTE. LTD.,OCEAN HONOR INTERNATIONAL FOODS PTE. LTD.,,,,,,08-05-2022,202215831C,46302,,,,,,,,,,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,WS VEGE FRUITS ENTERPRISE,WS VEGE FRUITS ENTERPRISE,,,,,,10-07-2025,53506866B,46301,,,,,,,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,COOL BREEZE SPORTS PTE. LTD.,COOL BREEZE SPORTS PTE. LTD.,,,,,,06-02-2023,202304141C,46441,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,KELLY ORIENTAL TRADING PTE. LTD.,KELLY ORIENTAL TRADING PTE. LTD.,,,,,,04-11-2020,202035379R,46424,,,,,https://kellyoriental.com,,['https://www.facebook.com/kellyoriental/'],['https://www.instagram.com/kellyorientaltcm/'],,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,['+6591895870'],['Hello@kellyoriental.com'],,,,,,,,,,,,,,,,,
,,2025-11-05,PARTNER PET. PTE. LTD.,PARTNER PET. PTE. LTD.,,,,,,12-03-2025,202510980W,46213,,,,,https://partnerpet.com.cn,,,,,,LOCAL COMPANY,Others,,Agricultural Raw Materials & Live Animals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,YONGDA INTERNATIONAL SERVICE PTE. LTD.,YONGDA INTERNATIONAL SERVICE PTE. LTD.,,,,,,04-03-2025,202509417C,46551,,,,,http://www.theyongda.com/,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,IKIGAI LIVING PTE. LTD.,IKIGAI LIVING PTE. LTD.,,,,,,07-11-2024,202445731H,46306,,,,,https://www.ikigailiving.sg/,,['https://www.facebook.com/profile.php?id=61570108013766'],['https://www.instagram.com/barkerwellness.sg/'],,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,GRACEFUL LIVING PTE. LTD.,GRACEFUL LIVING PTE. LTD.,,,,,,08-01-2020,202001156H,46306,,,,,https://gracefullivingsg.com/,,,,,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,KEY MATERIALS PTE. LTD.,KEY MATERIALS PTE. LTD.,,,,,,11-08-2023,202332229Z,46649,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,UNIVERSAL MINERAL RESOURCES PTE. LTD.,UNIVERSAL MINERAL RESOURCES PTE. LTD.,,,,,,03-11-2021,202138292D,46620,,,,,https://universalminerals.com/,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,GLOWWIDE PTE. LTD.,GLOWWIDE PTE. LTD.,,,,,,06-02-2020,202004425M,46307,,,,,,,,,,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,CAMINO VENTURES PTE. LTD.,CAMINO VENTURES PTE. LTD.,,,,,,12-07-2022,202224035K,46307,,,,,,,,,,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,MARINE LEAGUE ENGINEERING AND TECHNOLOGY PTE. LTD.,MARINE LEAGUE ENGINEERING AND TECHNOLOGY PTE. LTD.,,,,,,12-07-2022,202224079E,46541,,,,,http://marineleague-sg.com/,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,['sales@marineleague-sg.com'],,,,,,,,,,,,,,,,,
,,2025-11-05,DESCON ENGINEERING PTE. LTD.,DESCON ENGINEERING PTE. LTD.,,,,,,06-01-2016,201600182D,46551,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6567470209'],,,,,,,,,,,,,,,,,,
,,2025-11-05,NATURE REPUBLIC SINGAPORE CO. PTE. LTD.,NATURE REPUBLIC SINGAPORE CO. PTE. LTD.,,,,,,08-05-2018,201815654G,46641,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,G-MOBILE IN PTE. LIMITED,G-MOBILE IN PTE. LIMITED,,,,,,02-07-2021,202123152W,46523,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,MIMOO CRYSTAL & JEWELLERY,MIMOO CRYSTAL & JEWELLERY,,,,,,09-09-2024,53491436E,46421,,,,,,,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,PEACEMIND SERVICES,PEACEMIND SERVICES,,,,,,09-05-2025,53503786D,46100,,,,,,,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,ASHER AND DANIEL COMPANY PTE. LTD.,ASHER AND DANIEL COMPANY PTE. LTD.,,,,,,06-07-2017,201718938N,46306,,,,,,,,,,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,KER FOOD SUPPLIES LLP,KER FOOD SUPPLIES LLP,,,,,,05-10-2023,T23LL1073J,46309,,,,,,,,,,,LIMITED LIABILITY PARTNERSHIP,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,['+6597776114'],,,,,,,,,,,,,,,,,,
,,2025-11-05,BEAUTYPARF ENTERPRISE PTE. LTD.,BEAUTYPARF ENTERPRISE PTE. LTD.,,,,,,02-01-2015,201500214G,46424,,,,,https://beautyparf.com.sg,,['https://www.facebook.com/beautyparfenterprise/'],,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,,['perfumeman@beautyparf.com'],,,,,,,,,,,,,,,,,
,,2025-11-05,CHIEFTEC MARINE SERVICES PTE. LTD.,CHIEFTEC MARINE SERVICES PTE. LTD.,,,,,,12-05-2023,202318621M,46551,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6567755565'],['sales@chieftecmarine.com'],,,,,,,,,,,,,,,,,
,,2025-11-05,DRINKS GLOBAL,DRINKS GLOBAL,,,,,,08-10-2024,53492878A,46307,,,,,,,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,NOVUM AVL PTE. LTD.,NOVUM AVL PTE. LTD.,,,,,,06-10-2017,201728664D,46436,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,['+6563833253'],,,,,,,,,,,,,,,,,,
,,2025-11-05,YUAN GUANG FOODSTUFF SUPPLIER,YUAN GUANG FOODSTUFF SUPPLIER,,,,,,08-05-2018,53381430L,46309,,,,,,,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,PHILIP TAN IMPORT & EXPORT TRADING,PHILIP TAN IMPORT & EXPORT TRADING,,,,,,12-12-2017,53374739B,46631,,,,,,,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,['+6567770023'],,,,,,,,,,,,,,,,,,
,,2025-11-05,ALF WELLNESS TECHNOLOGY,ALF WELLNESS TECHNOLOGY,,,,,,01-01-2025,53496295E,46306,,,,,,,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,KEMOCHEM PTE. LTD.,KEMOCHEM PTE. LTD.,,,,,,03-06-2019,201917750N,46649,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,GSP INT'L,GSP INT'L,,,,,,05-03-2018,53378249W,46306,,,,,https://gspairport.com,,['https://www.facebook.com/greenvillespartanburgairport/'],['https://www.instagram.com/gspairport/'],['https://www.linkedin.com/company/greenville-spartanburg-international-airport/'],,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,K U MOBILE WORLD PTE. LTD.,K U MOBILE WORLD PTE. LTD.,,,,,,01-12-2021,202141756M,46523,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,JIU HE CATERING PTE. LTD.,JIU HE CATERING PTE. LTD.,,,,,,01-02-2023,202303491M,46307,,,,,,,,,,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,['+6586814752'],,,,,,,,,,,,,,,,,,
,,2025-11-05,EV TECHNOLOGY PTE. LTD.,EV TECHNOLOGY PTE. LTD.,,,,,,09-12-2021,202142660C,46561,,,,,https://www.evctechnology.com/,,['https://www.facebook.com/ev-charging-technology-pte-ltd-110809321237511'],['https://www.instagram.com/sgevct/'],,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6565924827'],['info@evctechnology.com'],,,,,,,,,,,,,,,,,
,,2025-11-05,FORTUNE 9 GROUP PTE. LTD.,FORTUNE 9 GROUP PTE. LTD.,,,,,,12-02-2025,202506137N,46307,,,,,https://www.mycareersfuture.gov.sg/job/accounting/finance-executive-gastro-global-group-0f69e0309aa33790b7f5ef14b310d5d2,,,,,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,ACC AEROSPACE,ACC AEROSPACE,,,,,,01-06-2023,53468346X,46552,,,,,https://ACCaviation.com,,['https://www.facebook.com/accaviation'],,['https://www.linkedin.com/company/acc-aviation-ltd/'],,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,RL INNOVATIONS PRIVATE LIMITED,RL INNOVATIONS PRIVATE LIMITED,,,,,,04-03-2018,201807524H,46541,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,MCSA SYSTEMS,MCSA SYSTEMS,,,,,,09-05-2025,53503775M,46100,,,,,,,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,GENESIS SLEEP MATTRESS,GENESIS SLEEP MATTRESS,,,,,,12-06-2023,53468867E,46431,,,,,https://sg.tempur.com,,['https://www.facebook.com/tempursingapore'],['https://www.instagram.com/tempursg/'],,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,THEGREATCOMPANY LLP,THEGREATCOMPANY LLP,,,,,,07-04-2020,T20LL0444C,46441,,,,,https://thegreatcompany.co/,,,['https://www.instagram.com/thegreatcompany.co/'],,,LIMITED LIABILITY PARTNERSHIP,Others,,Household Goods,,,,,,,,,,,,,,,,,['+6587685788'],,,,,,,,,,,,,,,,,,
,,2025-11-05,NORTH SOAR INTERNATIONAL PTE. LTD.,NORTH SOAR INTERNATIONAL PTE. LTD.,,,,,,04-10-2022,202235200C,46309,,,,,,,,,,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,RESOURCES FOR TECHNICAL SUPPLIES PTE. LTD.,RESOURCES FOR TECHNICAL SUPPLIES PTE. LTD.,,,,,,04-06-2020,202015446D,46620,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,PREFUTURE TRADING PTE. LTD.,PREFUTURE TRADING PTE. LTD.,,,,,,03-05-2023,202317031C,46100,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,OLAH FOOD & BEVERAGE PTE. LTD.,OLAH FOOD & BEVERAGE PTE. LTD.,,,,,,01-08-2023,202330523E,46309,,,,,,,,,,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,RADIANT SUN ENTERPRISE PTE. LTD.,RADIANT SUN ENTERPRISE PTE. LTD.,,,,,,12-06-2024,202423604Z,46100,,,,,,,,,,,LOCAL COMPANY,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,NOSCHE'S PTE. LTD.,NOSCHE'S PTE. LTD.,,,,,,12-05-2025,202520432C,46309,,,,,,,,,,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,HIGHLAND TECHNOLOGIES PTE. LTD.,HIGHLAND TECHNOLOGIES PTE. LTD.,,,,,,07-01-2019,201900794R,46592,,,,,https://www.highlandtechnology.com/,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,LANIBER LIGHTING,LANIBER LIGHTING,,,,,,03-01-2025,53496411K,46433,,,,,,,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,MY-CHANNEL MARINE TECHNOLOGY SERVICE PTE. LTD.,MY-CHANNEL MARINE TECHNOLOGY SERVICE PTE. LTD.,,,,,,06-04-2022,202211909Z,46551,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,SAFETY HERO ENTERPRISE,SAFETY HERO ENTERPRISE,,,,,,10-09-2024,53491476D,46595,,,,,,,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,LEE PRODUCTS AND SERVICES (PTE. LIMITED),LEE PRODUCTS AND SERVICES (PTE. LIMITED),,,,,,07-08-2024,202432333E,46499,,,,,,,,,,,LOCAL COMPANY,Others,,Household Goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,YGF SUPPLY CHAIN INVESTMENT PTE. LTD.,YGF SUPPLY CHAIN INVESTMENT PTE. LTD.,,,,,,03-01-2024,202400575Z,46303,,,,,,,,,,,LOCAL COMPANY,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,ETRON EV SOLUTIONS PTE. LTD.,ETRON EV SOLUTIONS PTE. LTD.,,,,,,05-05-2021,202115973E,46544,,,,,https://etron.sg/,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,HONG CHENG PTE. LTD.,HONG CHENG PTE. LTD.,,,,,,05-05-2021,202115957D,46592,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,['+6564833211'],['sales@hongcheng.com.sg'],,,,,,,,,,,,,,,,,
,,2025-11-05,FRIDAY NIGHT FELLOWS PTE. LTD.,FRIDAY NIGHT FELLOWS PTE. LTD.,,,,,,10-11-2023,202344653C,46223,,,,,,,,,,,LOCAL COMPANY,Others,,Agricultural Raw Materials & Live Animals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,GLAMCO AVIATION LEASING & SERVICES PTE. LTD.,GLAMCO AVIATION LEASING & SERVICES PTE. LTD.,,,,,,09-07-2025,202529720W,46552,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,CAVER AUTOMATION PTE. LTD.,CAVER AUTOMATION PTE. LTD.,,,,,,09-01-2020,202001368M,46551,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,YBM FRUITS,YBM FRUITS,,,,,,09-11-2024,53494371C,46301,,,,,,,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,"Food, Beverages & Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,AI49 INTERNATIONAL PTE. LTD.,AI49 INTERNATIONAL PTE. LTD.,,,,,,12-10-2023,202340787M,46512,,,,,https://www.ai49int.com/,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,['enquiry@ai49int.com'],,,,,,,,,,,,,,,,,
,,2025-11-05,BYT MILLING PTE. LTD.,BYT MILLING PTE. LTD.,,,,,,04-09-2024,202436319K,46530,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,SOLISHINE GLOBAL PTE. LTD.,SOLISHINE GLOBAL PTE. LTD.,,,,,,12-09-2023,202336703G,46522,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,PT PERFORMANCE AUTO PTE. LTD.,PT PERFORMANCE AUTO PTE. LTD.,,,,,,03-04-2025,202514241C,46563,,,,,,,,,,,LOCAL COMPANY,Others,,"Machinery, Equipment & Supplies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2025-11-05,CONNECT COMMUNICATION,CONNECT COMMUNICATION,,,,,,10-11-2020,53424041X,46100,,,,,https://www.connectcommunication.com/,,['https://www.facebook.com/candcsg/'],['https://www.instagram.com/connectandcommunicatellp/'],,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Others,,Other Specialised Wholesale,,,,,,,,,,,,,,,,,,['information@connectcommunication.com'],,,,,,,,,,,,,,,,,
